,Name,Title,Pay,Exercised,Year Born,Company Name,Yahoo Finance Code,Sector(s),Industry,Full Time Exployees,Company Address,Company Country,Company Phone,Company Website
2881,Mr. Christopher  Day,VP of Marketing,N/A,N/A,N/A,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
2882,Mr. Philip  Barrar,Chief Innovation Officer,N/A,N/A,N/A,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
2883,Mr. Jonathan  Cherry,"Pres, CEO & Chairman",851.2k,N/A,1970,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2884,Mr. Patrick F. Keenan CPA,Exec. VP & CFO,501.1k,N/A,N/A,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2885,Mr. Richard Philip Lock P. Eng,Sr. VP & Project Director of NorthMet Project,475k,N/A,N/A,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2886,Mr. Ryan  Vogt,Corp. Controller,259.8k,N/A,1978,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2887,Ms. Jennifer  Saran,Director of Environmental Permitting & Compliance,N/A,N/A,N/A,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2888,Mr. Bruce  Richardson,VP of Corp. Communications & External Affairs,N/A,N/A,N/A,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2889,Mr. Douglas John Newby,Pres of Proteus Capital,N/A,N/A,1959,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2890,Ms. Stephanie  Hunter,Corp. Sec.,N/A,N/A,1971,PolyMet Mining Corp.,POM.TO,Basic Materials,Other Industrial Metals & Mining,,"444 Cedar Street Suite 2060 Saint Paul, MN 55101",United States,651 389 4100,http://www.polymetmining.com
2891,Mr. James Bradley Archer,"CEO, Pres & Non-Independent Director",950.61k,N/A,1971,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2892,Mr. Eric T. Kalamaras,Exec. VP & CFO,673.9k,N/A,1974,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2893,Mr. Troy C. Schrenk,Chief Commercial Officer,631.09k,N/A,1975,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2894,Mr. J. Travis Kelley,Exec. VP of Operations,N/A,N/A,1976,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2895,Mr. Jason Paul Vlacich,Chief Accounting Officer,N/A,N/A,1978,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2896,Mr. Mark  Schuck,Sr. VP of Investor Relations & Financial Planning,N/A,N/A,N/A,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2897,Ms. Heidi Diane Lewis,"Exec. VP, Gen. Counsel & Sec.",N/A,N/A,1973,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2898,Ms. Margarita  Salazar,VP of HR,N/A,N/A,N/A,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2899,Mr. Andrew A. Aberdale,Advisor,N/A,N/A,1966,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2900,Mr. Danny  Handshoe,Sr. VP of Services,N/A,N/A,N/A,Target Hospitality Corp.,TH,Energy,Oil & Gas Equipment & Services,496,"2170 Buckthorne Place Suite 440 The Woodlands, TX 77380-1775",United States,281 362 5397,http://www.targethospitality.com
2901,Mr. Andrew  Wray,"Pres, CEO & Director",1.12M,N/A,1964,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2902,Mr. Paul  Thomson,Exec. VP & CFO,535.52k,N/A,N/A,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2903,Mr. Graham John Crew,Exec. VP & COO,832.27k,N/A,1970,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2904,Ms. Nathalie Lion Haddad,Exec. VP & Head of People,499.93k,N/A,N/A,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2905,Mr. Steven Mitchel Wasel,VP of Exploration,621.55k,272.07k,1965,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2906,Mr. Matthew  Varvari,VP of Technical Services,N/A,N/A,N/A,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2907,Ms. Philipa A. Varris,Exec. VP & Head of Sustainability,N/A,N/A,N/A,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2908,Mr. Shaddrack  Adjetey-Sowah,Managing Director of GSWL,N/A,N/A,N/A,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2909,Michael  Stoner,Investor Relations & Bus. Devel.,N/A,N/A,N/A,Golden Star Resources Ltd.,GSC.TO,Basic Materials,Gold,,"333 Bay Street Suite 2400 Toronto, ON M5H 2T6",Canada,N/A,http://www.gsr.com
2910,Mr. Brian R. Niccol,Chairman & CEO,4.81M,48.98M,1974,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2911,Mr. John R. Hartung,Chief Financial Officer,2.07M,10.78M,1957,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2912,Mr. Curtis E. Garner III,Chief Technology Officer,1.62M,14.23M,1970,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2913,Mr. Christopher  Brandt,Chief Marketing Officer,1.46M,6.83M,1969,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2914,Mr. Scott  Boatwright,Chief Restaurant Officer,1.27M,9.11M,1973,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2915,Mr. Ashish  Kohli CFA,Head of Investor Relations,N/A,N/A,1969,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2916,Mr. Roger E. Theodoredis,"Chief Legal Officer, Gen. Counsel & Corp. Sec.",N/A,N/A,1959,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2917,Ms. Marissa  Andrada,"Chief Diversity, Inclusion & People Officer",N/A,N/A,1968,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2918,Mr. James  Marsden,Exec. Director of Food Safety,N/A,N/A,N/A,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2919,Mr. Jim  Slater,Managing Director of Europe,N/A,N/A,N/A,"Chipotle Mexican Grill, Inc.",CMG,Consumer Cyclical,Restaurants,"97,000","610 Newport Center Drive Suite 1300 Newport Beach, CA 92660",United States,949 524 4000,http://www.chipotle.com
2920,"Ms. Linda Jane McCurdy M.B.A., MBA","Pres, CEO & Director",1.25M,N/A,1968,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2921,"Ms. Kristie L. Plaquin C.A., CPA, CPA, CA",Chief Financial Officer,377.33k,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2922,Mr. Sean P. Curtis,"Sr. VP, COO & GM",602.03k,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2923,Mr. Sean L. Jackson,Gen. Mang. of Regina,343.64k,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2924,Mr. Michael W. Jones,Managing Director of Fishers Services Limited,340.83k,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2925,Mr. Timothy Douglas Bruns,Pres of Unitrin Specialty,N/A,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2926,Mr. Ronald J. Graham,Gen. Mang. of Vancouver Plant,N/A,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2927,Mr. Jeffrey R. Gannon,Gen. Mang. of Calgary Plant,N/A,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2928,Mr. Kevin J. Stephenson,Gen. Mang. of Toronto,N/A,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2929,Ms. Jessica  LÃ©vesque,Director GÃ©nÃ©ral of Quebec,N/A,N/A,N/A,K-Bro Linen Inc.,KBL.TO,Industrials,Specialty Business Services,"2,000","14903-137 Avenue NW Edmonton, AB T5V 1R9",Canada,780 453 5218,http://www.k-brolinen.com
2930,Mr. Gary Stephen Guidry P.Eng.,"Pres, CEO & Director",865.47k,N/A,1956,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2931,"Mr. Ryan Paul Ellson C.A., CA",CFO & Exec. VP,594.18k,N/A,1976,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2932,Mr. Lawrence W. West,VP of Exploration,407.98k,N/A,1956,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2933,Mr. Rodger D. Trimble,VP of Investor Relations,N/A,N/A,1962,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2934,Mr. Phillip  Abraham,VP of Legal & Bus. Devel.,N/A,N/A,N/A,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2935,Mr. Enrique  Villalobos,Pres & Country Mang. of Gran Tierra Energy Ecuador,N/A,N/A,N/A,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2936,Mr. Manuel  Buitrago,Pres & Country Mang. of Gran Tierra Energy Colombia,N/A,N/A,N/A,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2937,"Ms. Diane  Phillips BA, MBA",Corp. Sec.,N/A,N/A,1956,Gran Tierra Energy Inc.,GTE,Energy,Oil & Gas E&P,322,"520 â 3rd Avenue SW Suite 900 Calgary, AB T2P 0R3",Canada,403 265 3221,http://www.grantierra.com
2938,Mr. F. Quinn Stepan Jr.,Chairman & CEO,3.09M,7.38M,1961,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2939,Mr. Scott R. Behrens,Pres & COO,1.11M,1.06M,1970,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2940,Mr. Luis E. Rojo,VP & CFO,1.1M,N/A,1973,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2941,Mr. David G. Kabbes,"VP, Gen. Counsel & Sec.",1.2M,N/A,1963,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2942,Mr. Arthur W. Mergner,Exec. VP of Supply Chain,1.04M,341.59k,1964,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2943,Dr. Jason Scott Keiper Ph.D.,VP & Chief Technology and Sustainability Officer,N/A,N/A,1974,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2944,David B. Mattingly,VP & Chief Compliance Officer,N/A,N/A,N/A,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2945,Mr. Mark F. Mydlach,VP of Sales,N/A,N/A,N/A,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2946,Ms. Janet A. Catlett,VP & Chief HR Officer,N/A,N/A,1977,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2947,Mr. Matthew John Eaken,VP & Corp. Controller,N/A,N/A,1963,Stepan Company,SCL,Basic Materials,Specialty Chemicals,"2,293","22 West Frontage Road Northfield, IL 60093",United States,847 446 7500,http://www.stepan.com
2948,Mr. Brian Andrew Robbins P.Eng.,Exec. Chairman,885.35k,N/A,1947,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2949,"Mr. Darren Michael Kirk C.F.A., M.B.A., MBA, CFA","Pres, CEO & Director",607.49k,N/A,1974,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2950,"Mr. Matthew James Posno C.A., CPA, M.B.A., CPA, CA","CFO, VP of Fin. & Sec.",325k,N/A,N/A,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2951,"Mr. Paul E. Riganelli L.L.B., M.A., M.B.A., MA, MBA, LLB",Exec. VP & Director,50k,N/A,1959,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2952,Mr. William  Schroers,CEO & Pres of Automotive Solutions Group,973.14k,N/A,N/A,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2953,Mr. Paul  Robbins,VP & GM of Castool Division,538k,N/A,N/A,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2954,Jeff  Blackburn,VP & GM of Casting Technologies,N/A,N/A,N/A,Exco Technologies Limited,XTC.TO,Consumer Cyclical,Auto Parts,"4,800","130 Spy Court 2nd Floor Markham, ON L3R 5H6",Canada,905 477 3065,http://www.excocorp.com
2955,"Dr. Arun Swarup Menawat MBA, Ph.D.",Chairman & CEO,1.39M,N/A,1955,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2956,Mr. Rashed  Dewan,"Chief Accounting Officer, VP of Fin., Manufacturing & HR Operations",173.1k,N/A,1968,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2957,"Mr. Aaron  Davidson M.B.A., MBA",Sr. VP of Corp. Devel.,233.22k,N/A,1968,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2958,Dr. Mathieu  Burtnyk,Sr. VP of Product Leader TULSA-PRO,166.57k,N/A,N/A,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2959,Mr. Stephen  Kilmer,Investor Relations,N/A,N/A,N/A,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2960,Mr. Jacques F. Cornet,VP of Marketing & Bus. Devel.,N/A,N/A,1956,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2961,Mr. Michael  Mydra,VP & Head of Global Market Access,N/A,N/A,N/A,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2962,Mr. Levant  Tinaz,Software Developer,N/A,N/A,N/A,Profound Medical Corp.,PRN.TO,Healthcare,Medical Devices,109,"2400 Skymark Avenue Unit 6 Mississauga, ON L4W 5K5",Canada,647 476 1350,http://www.profoundmedical.com
2963,Mr. John S. Riccitiello,"CEO, Pres & Exec. Chairman",615.45k,N/A,1960,Unity Software Inc.,U,Technology,Software—Application,"4,001","30 3rd Street San Francisco, CA 94103-3104",United States,415 539 3162,http://unity.com
2964,Mr. David  Helgason,Co-Founder & Director,127.61k,N/A,1979,Unity Software Inc.,U,Technology,Software—Application,"4,001","30 3rd Street San Francisco, CA 94103-3104",United States,415 539 3162,http://unity.com
